Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-06,Indianapolis Colts,Jacksonville Jaguars,Indianapolis Colts,1,0.0,1,0,37
2024-10-06,Indianapolis Colts,Jacksonville Jaguars,Jacksonville Jaguars,0,4.0,2,0,34
