Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-17,Cleveland Browns,New Orleans Saints,Jerome Ford,Cleveland Browns,0,0
2024-11-17,Cleveland Browns,New Orleans Saints,Dante Pettis,New Orleans Saints,0,0
2024-11-17,Cleveland Browns,New Orleans Saints,Taysom Hill,New Orleans Saints,0,0
