Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-15,Cincinnati Bengals,Kansas City Chiefs,Cincinnati Bengals,2,2.0,2,0,26
2024-09-15,Cincinnati Bengals,Kansas City Chiefs,Kansas City Chiefs,0,3.0,1,1,25
