Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-03,Los Angeles Chargers,Cleveland Browns,Derius Davis,Los Angeles Chargers,0,0
2024-11-03,Los Angeles Chargers,Cleveland Browns,Jaelon Darden,Cleveland Browns,0,0
2024-11-03,Los Angeles Chargers,Cleveland Browns,Pierre Strong,Cleveland Browns,0,0
