Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-06,Cleveland Browns,Washington Commanders,Dustin Hopkins,Cleveland Browns,1,0,2,0
2024-10-06,Cleveland Browns,Washington Commanders,Corey Bojorquez,Cleveland Browns,0,0,0,0
2024-10-06,Cleveland Browns,Washington Commanders,Austin Seibert,Washington Commanders,4,0,2,0
2024-10-06,Cleveland Browns,Washington Commanders,Tress Way,Washington Commanders,0,0,0,0
