Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-15,Indianapolis Colts,Green Bay Packers,Indianapolis Colts,0,0.0,3,0,16
2024-09-15,Indianapolis Colts,Green Bay Packers,Green Bay Packers,3,1.0,0,0,10
