Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-17,Baltimore Ravens,Pittsburgh Steelers,Tylan Wallace,Baltimore Ravens,0,0
2024-11-17,Baltimore Ravens,Pittsburgh Steelers,Keaton Mitchell,Baltimore Ravens,0,0
2024-11-17,Baltimore Ravens,Pittsburgh Steelers,Justice Hill,Baltimore Ravens,0,0
2024-11-17,Baltimore Ravens,Pittsburgh Steelers,Calvin Austin III,Pittsburgh Steelers,0,0
