Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-27,Indianapolis Colts,Houston Texans,Matt Gay,Indianapolis Colts,2,0,2,0
2024-10-27,Indianapolis Colts,Houston Texans,Rigoberto Sanchez,Indianapolis Colts,0,0,0,0
2024-10-27,Indianapolis Colts,Houston Texans,Ka'imi Fairbairn,Houston Texans,2,0,3,0
2024-10-27,Indianapolis Colts,Houston Texans,Tommy Townsend,Houston Texans,0,0,0,0
