Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-11-17,Jacksonville Jaguars,Detroit Lions,Jacksonville Jaguars,0,0.0,0,0,52
2024-11-17,Jacksonville Jaguars,Detroit Lions,Detroit Lions,1,1.0,0,0,6
