Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-10,Philadelphia Eagles,Dallas Cowboys,Cooper DeJean,Philadelphia Eagles,0,0
2024-11-10,Philadelphia Eagles,Dallas Cowboys,Will Shipley,Philadelphia Eagles,0,0
2024-11-10,Philadelphia Eagles,Dallas Cowboys,Kenneth Gainwell,Philadelphia Eagles,0,0
2024-11-10,Philadelphia Eagles,Dallas Cowboys,KaVontae Turpin,Dallas Cowboys,0,0
