Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-08,Tennessee Titans,Chicago Bears,Tennessee Titans,0,2.0,1,0,24
2024-09-08,Tennessee Titans,Chicago Bears,Chicago Bears,2,3.0,3,1,17
