Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-22,Los Angeles Chargers,Pittsburgh Steelers,Los Angeles Chargers,1,2.0,2,0,20
2024-09-22,Los Angeles Chargers,Pittsburgh Steelers,Pittsburgh Steelers,0,5.0,0,0,10
