Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-10-27,Green Bay Packers,Jacksonville Jaguars,Jayden Reed,Green Bay Packers,0,0
2024-10-27,Green Bay Packers,Jacksonville Jaguars,Parker Washington,Jacksonville Jaguars,0,0
