Date,Away Team,Home Team,Quarter,Time,Scoring Team,Description,Away Team Score,Home Team Score
2024-10-20,Cincinnati Bengals,Cleveland Browns,1,14:48,Cincinnati Bengals,Charlie Jones 100 yard kickoff return (Evan McPherson kick),7,0
2024-10-20,Cincinnati Bengals,Cleveland Browns,2,0:56,Cleveland Browns,Nick Chubb 1 yard rush (Dustin Hopkins kick failed),7,6
2024-10-20,Cincinnati Bengals,Cleveland Browns,3,7:56,Cincinnati Bengals,Ja'Marr Chase 18 yard pass from Joe Burrow (Evan McPherson kick),14,6
2024-10-20,Cincinnati Bengals,Cleveland Browns,3,1:30,Cincinnati Bengals,Tee Higgins 25 yard pass from Joe Burrow (Evan McPherson kick),21,6
2024-10-20,Cincinnati Bengals,Cleveland Browns,4,1:27,Cleveland Browns,David Njoku 8 yard pass from Jameis Winston (Cedric Tillman pass from Jameis Winston),21,14
