Date,Away Team,Home Team,Away Team Score,Home Team Score,Away Rushing Yards,Away Passing Yards,Away Total Yards,Home Rushing Yards,Home Passing Yards, Home Total Yards,Start Time,Temperature,Windspeed,Roof,Surface
2024-09-09,New York Jets,San Francisco 49ers,19,32,68,198,266,180,221,401,8:15pm,76,10,outdoors,grass
