Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-16,Atlanta Falcons,Philadelphia Eagles,Atlanta Falcons,1,1.0,1,0,21
2024-09-16,Atlanta Falcons,Philadelphia Eagles,Philadelphia Eagles,0,1.0,0,0,22
