Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-15,San Francisco 49ers,Minnesota Vikings,San Francisco 49ers,1,4.0,3,0,23
2024-09-15,San Francisco 49ers,Minnesota Vikings,Minnesota Vikings,1,5.0,2,0,17
