Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-22,Baltimore Ravens,Dallas Cowboys,Baltimore Ravens,0,2.0,1,0,25
2024-09-22,Baltimore Ravens,Dallas Cowboys,Dallas Cowboys,0,0.0,1,0,28
