Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-09-29,Pittsburgh Steelers,Indianapolis Colts,Chris Boswell,Pittsburgh Steelers,3,0,1,0
2024-09-29,Pittsburgh Steelers,Indianapolis Colts,Corliss Waitman,Pittsburgh Steelers,0,0,0,0
2024-09-29,Pittsburgh Steelers,Indianapolis Colts,Matt Gay,Indianapolis Colts,3,0,2,1
2024-09-29,Pittsburgh Steelers,Indianapolis Colts,Rigoberto Sanchez,Indianapolis Colts,0,0,0,0
