Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-11-21,Pittsburgh Steelers,Cleveland Browns,Pittsburgh Steelers,1,1.0,3,0,24
2024-11-21,Pittsburgh Steelers,Cleveland Browns,Cleveland Browns,0,4.0,2,0,19
