Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-17,Denver Broncos,New Orleans Saints,Denver Broncos,0,6.0,2,1,10
2024-10-17,Denver Broncos,New Orleans Saints,New Orleans Saints,0,0.0,1,0,33
