Date,Away Team,Home Team,Away Team Score,Home Team Score,Away Rushing Yards,Away Passing Yards,Away Total Yards,Home Rushing Yards,Home Passing Yards, Home Total Yards,Start Time,Temperature,Windspeed,Roof,Surface
2024-09-29,Denver Broncos,New York Jets,10,9,126,60,186,64,184,248,1:00pm,67,8,outdoors,fieldturf
