Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-17,Minnesota Vikings,Tennessee Titans,Brandon Powell,Minnesota Vikings,0,0
2024-11-17,Minnesota Vikings,Tennessee Titans,Ty Chandler,Minnesota Vikings,0,0
2024-11-17,Minnesota Vikings,Tennessee Titans,Jha'Quan Jackson,Tennessee Titans,0,0
2024-11-17,Minnesota Vikings,Tennessee Titans,Julius Chestnut,Tennessee Titans,0,0
