Date,Away Team,Home Team,Quarter,Time,Scoring Team,Description,Away Team Score,Home Team Score
2024-10-06,Las Vegas Raiders,Denver Broncos,1,12:57,Las Vegas Raiders,Brock Bowers 57 yard pass from Gardner Minshew II (Daniel Carlson kick),7,0
2024-10-06,Las Vegas Raiders,Denver Broncos,1,1:27,Las Vegas Raiders,Daniel Carlson 40 yard field goal,10,0
2024-10-06,Las Vegas Raiders,Denver Broncos,2,12:23,Denver Broncos,Wil Lutz 51 yard field goal,10,3
2024-10-06,Las Vegas Raiders,Denver Broncos,2,8:43,Denver Broncos,Patrick Surtain II 100 yard interception return (Wil Lutz kick),10,10
2024-10-06,Las Vegas Raiders,Denver Broncos,2,0:00,Denver Broncos,Wil Lutz 44 yard field goal,10,13
2024-10-06,Las Vegas Raiders,Denver Broncos,3,7:00,Denver Broncos,Jaleel McLaughlin 4 yard pass from Bo Nix (Wil Lutz kick),10,20
2024-10-06,Las Vegas Raiders,Denver Broncos,4,10:12,Denver Broncos,Bo Nix 1 yard rush (Wil Lutz kick),10,27
2024-10-06,Las Vegas Raiders,Denver Broncos,4,8:14,Denver Broncos,Josh Reynolds 9 yard pass from Bo Nix (Wil Lutz kick),10,34
2024-10-06,Las Vegas Raiders,Denver Broncos,4,4:01,Las Vegas Raiders,Ameer Abdullah 3 yard rush (Alexander Mattison run),18,34
