Date,Away Team,Home Team,Away Team Score,Home Team Score,Away Rushing Yards,Away Passing Yards,Away Total Yards,Home Rushing Yards,Home Passing Yards, Home Total Yards,Start Time,Temperature,Windspeed,Roof,Surface
2024-10-20,Detroit Lions,Minnesota Vikings,31,29,144,247,391,139,244,383,1:00pm,N/A,N/A,dome,sportturf
