Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-10-27,Kansas City Chiefs,Las Vegas Raiders,Mecole Hardman,Kansas City Chiefs,0,0
2024-10-27,Kansas City Chiefs,Las Vegas Raiders,Montrell Washington,Kansas City Chiefs,0,0
2024-10-27,Kansas City Chiefs,Las Vegas Raiders,DJ Turner,Las Vegas Raiders,0,0
