Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-23,Washington Commanders,Cincinnati Bengals,Washington Commanders,0,2.0,1,0,33
2024-09-23,Washington Commanders,Cincinnati Bengals,Cincinnati Bengals,0,2.0,0,0,38
