Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-10,New England Patriots,Chicago Bears,Marcus Jones,New England Patriots,0,0
2024-11-10,New England Patriots,Chicago Bears,DeAndre Carter,Chicago Bears,0,0
