Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-17,Seattle Seahawks,San Francisco 49ers,Kenny McIntosh,Seattle Seahawks,0,0
2024-11-17,Seattle Seahawks,San Francisco 49ers,Jacob Cowing,San Francisco 49ers,0,0
2024-11-17,Seattle Seahawks,San Francisco 49ers,Isaac Guerendo,San Francisco 49ers,0,0
2024-11-17,Seattle Seahawks,San Francisco 49ers,Jordan Mason,San Francisco 49ers,0,0
