Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-13,Tampa Bay Buccaneers,New Orleans Saints,Chase McLaughlin,Tampa Bay Buccaneers,6,0,1,0
2024-10-13,Tampa Bay Buccaneers,New Orleans Saints,Jake Camarda,Tampa Bay Buccaneers,0,0,0,0
2024-10-13,Tampa Bay Buccaneers,New Orleans Saints,Blake Grupe,New Orleans Saints,3,0,2,0
2024-10-13,Tampa Bay Buccaneers,New Orleans Saints,Matthew Hayball,New Orleans Saints,0,0,0,0
