Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-06,Green Bay Packers,Los Angeles Rams,Brayden Narveson,Green Bay Packers,3,0,1,0
2024-10-06,Green Bay Packers,Los Angeles Rams,Daniel Whelan,Green Bay Packers,0,0,0,0
2024-10-06,Green Bay Packers,Los Angeles Rams,Joshua Karty,Los Angeles Rams,1,1,0,0
2024-10-06,Green Bay Packers,Los Angeles Rams,Ethan Evans,Los Angeles Rams,0,0,0,0
