Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-03,Jacksonville Jaguars,Philadelphia Eagles,Austin Trammell,Jacksonville Jaguars,0,0
2024-11-03,Jacksonville Jaguars,Philadelphia Eagles,Parker Washington,Jacksonville Jaguars,0,0
2024-11-03,Jacksonville Jaguars,Philadelphia Eagles,Tank Bigsby,Jacksonville Jaguars,0,0
2024-11-03,Jacksonville Jaguars,Philadelphia Eagles,Kenneth Gainwell,Philadelphia Eagles,0,0
