Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-17,Denver Broncos,New Orleans Saints,Wil Lutz,Denver Broncos,3,0,4,0
2024-10-17,Denver Broncos,New Orleans Saints,Riley Dixon,Denver Broncos,0,0,0,0
2024-10-17,Denver Broncos,New Orleans Saints,Blake Grupe,New Orleans Saints,1,0,1,0
2024-10-17,Denver Broncos,New Orleans Saints,Matthew Hayball,New Orleans Saints,0,0,0,0
