Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-29,Philadelphia Eagles,Tampa Bay Buccaneers,Philadelphia Eagles,0,2.0,1,0,33
2024-09-29,Philadelphia Eagles,Tampa Bay Buccaneers,Tampa Bay Buccaneers,0,6.0,3,0,16
