Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-22,Denver Broncos,Tampa Bay Buccaneers,Denver Broncos,1,7.0,1,0,7
2024-09-22,Denver Broncos,Tampa Bay Buccaneers,Tampa Bay Buccaneers,0,0.0,1,0,26
