Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-15,Las Vegas Raiders,Baltimore Ravens,Las Vegas Raiders,1,2.0,1,0,23
2024-09-15,Las Vegas Raiders,Baltimore Ravens,Baltimore Ravens,1,5.0,0,0,26
