Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-10,Minnesota Vikings,Jacksonville Jaguars,Brandon Powell,Minnesota Vikings,0,0
2024-11-10,Minnesota Vikings,Jacksonville Jaguars,Tank Bigsby,Jacksonville Jaguars,0,0
