Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-06,Carolina Panthers,Chicago Bears,Eddy Piñeiro,Carolina Panthers,1,0,1,1
2024-10-06,Carolina Panthers,Chicago Bears,Johnny Hekker,Carolina Panthers,0,0,0,0
2024-10-06,Carolina Panthers,Chicago Bears,Cairo Santos,Chicago Bears,3,1,1,0
2024-10-06,Carolina Panthers,Chicago Bears,Tory Taylor,Chicago Bears,0,0,0,0
