Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-17,Green Bay Packers,Chicago Bears,Jayden Reed,Green Bay Packers,0,0
2024-11-17,Green Bay Packers,Chicago Bears,Keisean Nixon,Green Bay Packers,0,0
2024-11-17,Green Bay Packers,Chicago Bears,DeAndre Carter,Chicago Bears,0,0
