Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-20,Detroit Lions,Minnesota Vikings,Jake Bates,Detroit Lions,4,0,1,0
2024-10-20,Detroit Lions,Minnesota Vikings,Jack Fox,Detroit Lions,0,0,0,0
2024-10-20,Detroit Lions,Minnesota Vikings,Will Reichard,Minnesota Vikings,2,0,3,0
2024-10-20,Detroit Lions,Minnesota Vikings,Ryan Wright,Minnesota Vikings,0,0,0,0
