Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-12,Buffalo Bills,Miami Dolphins,Buffalo Bills,3,2.0,1,1,10
2024-09-12,Buffalo Bills,Miami Dolphins,Miami Dolphins,0,0.0,0,0,31
