Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-24,Minnesota Vikings,Los Angeles Rams,Minnesota Vikings,1,0.0,0,0,30
2024-10-24,Minnesota Vikings,Los Angeles Rams,Los Angeles Rams,0,3.0,0,0,20
