Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-13,Detroit Lions,Dallas Cowboys,Detroit Lions,3,4.0,3,0,9
2024-10-13,Detroit Lions,Dallas Cowboys,Dallas Cowboys,0,3.0,0,0,47
