Date,Away Team,Home Team,Away Team Score,Home Team Score,Away Rushing Yards,Away Passing Yards,Away Total Yards,Home Rushing Yards,Home Passing Yards, Home Total Yards,Start Time,Temperature,Windspeed,Roof,Surface
2024-09-15,Indianapolis Colts,Green Bay Packers,10,16,140,198,338,261,122,383,1:00pm,85,7,outdoors,grass
