Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-03,New England Patriots,Tennessee Titans,Marcus Jones,New England Patriots,0,0
2024-11-03,New England Patriots,Tennessee Titans,Jha'Quan Jackson,Tennessee Titans,0,0
