Date,Away Team,Home Team,Away Team Score,Home Team Score,Away Rushing Yards,Away Passing Yards,Away Total Yards,Home Rushing Yards,Home Passing Yards, Home Total Yards,Start Time,Temperature,Windspeed,Roof,Surface
2024-09-08,Dallas Cowboys,Cleveland Browns,33,17,102,163,265,93,137,230,4:25pm,68,15,outdoors,grass
