Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-11-24,San Francisco 49ers,Green Bay Packers,San Francisco 49ers,0,2.0,3,0,38
2024-11-24,San Francisco 49ers,Green Bay Packers,Green Bay Packers,1,2.0,2,0,10
