Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-08,Dallas Cowboys,Cleveland Browns,Dallas Cowboys,2,6.0,1,0,17
2024-09-08,Dallas Cowboys,Cleveland Browns,Cleveland Browns,0,3.0,1,0,33
