Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-22,Green Bay Packers,Tennessee Titans,Green Bay Packers,2,8.0,1,1,14
2024-09-22,Green Bay Packers,Tennessee Titans,Tennessee Titans,0,3.0,0,0,30
