Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-17,Atlanta Falcons,Denver Broncos,Avery Williams,Atlanta Falcons,0,0
2024-11-17,Atlanta Falcons,Denver Broncos,Marvin Mims,Denver Broncos,0,0
