Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-11-24,Minnesota Vikings,Chicago Bears,Minnesota Vikings,0,3.0,1,0,27
2024-11-24,Minnesota Vikings,Chicago Bears,Chicago Bears,0,3.0,2,0,30
