Date,Away Team,Home Team,Player,Player Team,Kick Return TD,Punt Return TD
2024-11-10,Detroit Lions,Houston Texans,Kalif Raymond,Detroit Lions,0,0
2024-11-10,Detroit Lions,Houston Texans,Steven Sims,Houston Texans,0,0
