Date,Away Team,Home Team,Away Team Score,Home Team Score,Away Rushing Yards,Away Passing Yards,Away Total Yards,Home Rushing Yards,Home Passing Yards, Home Total Yards,Start Time,Temperature,Windspeed,Roof,Surface
2024-09-29,Los Angeles Rams,Chicago Bears,18,24,119,203,322,131,133,264,1:00pm,70,16,outdoors,grass
