Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-27,Dallas Cowboys,San Francisco 49ers,Brandon Aubrey,Dallas Cowboys,3,0,1,0
2024-10-27,Dallas Cowboys,San Francisco 49ers,Bryan Anger,Dallas Cowboys,0,0,0,0
2024-10-27,Dallas Cowboys,San Francisco 49ers,Anders Carlson,San Francisco 49ers,3,0,3,0
2024-10-27,Dallas Cowboys,San Francisco 49ers,Mitch Wishnowsky,San Francisco 49ers,0,0,0,0
