Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-15,Tampa Bay Buccaneers,Detroit Lions,Tampa Bay Buccaneers,2,0.0,2,0,16
2024-09-15,Tampa Bay Buccaneers,Detroit Lions,Detroit Lions,1,5.0,0,0,20
