Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-10-13,Cincinnati Bengals,New York Giants,Cincinnati Bengals,1,2.0,0,0,7
2024-10-13,Cincinnati Bengals,New York Giants,New York Giants,0,4.0,1,0,17
