Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-22,Philadelphia Eagles,New Orleans Saints,Philadelphia Eagles,1,1.0,0,0,12
2024-09-22,Philadelphia Eagles,New Orleans Saints,New Orleans Saints,1,4.0,1,0,15
