Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-08,Las Vegas Raiders,Los Angeles Chargers,Las Vegas Raiders,0,1.0,0,0,22
2024-09-08,Las Vegas Raiders,Los Angeles Chargers,Los Angeles Chargers,1,3.0,2,0,10
