Date,Away Team,Home Team,Player,Player Team,Extra Points Made,Extra Points Missed,Field Goals Made,Field Goals Missed
2024-10-03,Tampa Bay Buccaneers,Atlanta Falcons,Chase McLaughlin,Tampa Bay Buccaneers,3,0,3,0
2024-10-03,Tampa Bay Buccaneers,Atlanta Falcons,Trenton Gill,Tampa Bay Buccaneers,0,0,0,0
2024-10-03,Tampa Bay Buccaneers,Atlanta Falcons,Younghoe Koo,Atlanta Falcons,3,0,3,2
2024-10-03,Tampa Bay Buccaneers,Atlanta Falcons,Bradley Pinion,Atlanta Falcons,0,0,0,0
