Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-08,Minnesota Vikings,New York Giants,Minnesota Vikings,2,5.0,0,1,6
2024-09-08,Minnesota Vikings,New York Giants,New York Giants,1,1.0,2,0,28
