Date,Away Team,Home Team,Away Team Score,Home Team Score,Away Rushing Yards,Away Passing Yards,Away Total Yards,Home Rushing Yards,Home Passing Yards, Home Total Yards,Start Time,Temperature,Windspeed,Roof,Surface
2024-09-15,Pittsburgh Steelers,Denver Broncos,13,6,141,110,251,64,231,295,4:25pm,83,4,outdoors,grass
