Date,Away Team,Home Team,Quarter,Time,Scoring Team,Description,Away Team Score,Home Team Score
2024-10-06,Cleveland Browns,Washington Commanders,1,2:40,Washington Commanders,Brian Robinson Jr. 4 yard rush (Austin Seibert kick),0,7
2024-10-06,Cleveland Browns,Washington Commanders,2,13:08,Cleveland Browns,Dustin Hopkins 51 yard field goal,3,7
2024-10-06,Cleveland Browns,Washington Commanders,2,8:41,Washington Commanders,Austin Seibert 27 yard field goal,3,10
2024-10-06,Cleveland Browns,Washington Commanders,2,3:11,Washington Commanders,Brian Robinson Jr. 1 yard rush (Austin Seibert kick),3,17
2024-10-06,Cleveland Browns,Washington Commanders,2,0:36,Washington Commanders,Dyami Brown 41 yard pass from Jayden Daniels (Austin Seibert kick),3,24
2024-10-06,Cleveland Browns,Washington Commanders,3,12:12,Cleveland Browns,Dustin Hopkins 31 yard field goal,6,24
2024-10-06,Cleveland Browns,Washington Commanders,3,7:23,Washington Commanders,Jeremy McNichols 3 yard rush (Austin Seibert kick),6,31
2024-10-06,Cleveland Browns,Washington Commanders,3,2:35,Washington Commanders,Austin Seibert 30 yard field goal,6,34
2024-10-06,Cleveland Browns,Washington Commanders,4,7:02,Cleveland Browns,Jordan Akins 10 yard pass from Deshaun Watson (Dustin Hopkins kick),13,34
