Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-22,New York Giants,Cleveland Browns,New York Giants,0,8.0,3,0,15
2024-09-22,New York Giants,Cleveland Browns,Cleveland Browns,0,2.0,2,0,21
