Date,Away Team,Home Team,Defense Team,Ints,Sacks,Fumbles,Def TDs,Points Allowed
2024-09-29,Kansas City Chiefs,Los Angeles Chargers,Kansas City Chiefs,0,2.0,0,0,10
2024-09-29,Kansas City Chiefs,Los Angeles Chargers,Los Angeles Chargers,1,3.0,3,0,17
